,Average,bmGAL,bmIVV,bmACWI
2014-09-30,-0.043261030296221685,-0.030976282889232376,-0.013721979274662455,-0.03315819992378888
2014-10-31,0.025492482534485106,0.017681301830328344,0.0238576502637331,0.012054271832690366
2014-11-28,0.008107105690615011,0.00854438048408146,0.027538044498567782,0.013756135115026602
2014-12-31,0.006199862739168936,-0.014927605451929726,-0.0029682513167068603,-0.0235767879771569
2015-01-30,0.05716256505971551,0.002881979171115434,-0.029003901052938375,-0.013162385951909661
2015-02-27,-0.032459555901262274,0.02873579634824419,0.056454800183414644,0.05508407144988725
2015-03-31,0.0047640760422136335,-0.004411535410765777,-0.015972138177023698,-0.014611769762355564
2015-04-30,-0.0005179033441815102,0.005345824227119156,0.009719466443260716,0.028657121079095793
2015-05-29,0.001765152080807185,0.002518819841609954,0.013009229843438774,0.0
2015-06-30,-0.01078702884910802,-0.024572198171932902,-0.02057385748737217,-0.025783389404334
2015-07-31,0.0031622170461903434,0.012694968377068738,0.022505425403043455,0.008242171732843362
2015-08-31,-0.03849596869205703,-0.049287735063818006,-0.06149607794155887,-0.06806808211503956
2015-09-30,0.0055980749078962805,-0.021926783559158225,-0.024685315455968637,-0.034371719660124866
2015-10-30,-0.0039985804005639135,0.04679805037825169,0.08473435652100059,0.07656669494038826
2015-11-30,-0.0035789909137861385,0.0008823344440411773,0.003922316887828625,-0.005338346148349382
2015-12-31,-0.003536322527142662,-0.03253631763726628,-0.0173262733464431,-0.021057719953211818
2016-01-29,-0.0030549932301458457,-0.027076323061655194,-0.050031673820657985,-0.05302746172824557
2016-02-29,0.034378177492923,-0.006253932682145802,-0.0005651158510965315,-0.012485887771523041
2016-03-31,-0.0001157371498832729,0.042221407885162154,0.06819053274388676,0.07394632955534974
2016-04-29,0.003869459866240297,0.0030304039322137655,0.003919702618132792,0.013378472607987302
2016-05-31,0.000526333871356916,0.0012083782677332344,0.016918870701459143,0.0033445402423519788
2016-06-30,0.047006923520727946,0.014314516841144265,0.0025349462544850265,-0.0004968249112008438
2016-07-29,0.005987727000802293,0.023374260822306203,0.03738715651237512,0.037702234541768576
2016-08-31,-0.017654303357066397,-0.007613542991596889,0.0012823321318093939,0.003427595312778031
2016-09-30,0.010543024478573651,0.004724854460600669,6.702616377873838e-05,0.00939363154012618
2016-10-31,0.00019211283367654564,-0.025022254636826058,-0.01778809545277893,-0.01912007036485297
2016-11-30,-0.008627598866834478,-0.004226957186500457,0.036688607888065494,0.010350190564116124
2016-12-30,0.017735957394221076,0.012033957174848897,0.021434191651372725,0.01962290376645326
2017-01-31,0.02473569107895069,0.018776641105223923,0.01751182963524478,0.02906876659723201
2017-02-28,0.023212118425550574,0.02051123533196697,0.039750207929178716,0.02512724286929191
2017-03-31,-0.004899479810609156,0.009495612817342014,0.00117541484037198,0.013457197130167575
2017-04-28,0.016528236196348214,0.013607388200993276,0.009651478767201072,0.016123970798662457
2017-05-31,0.022287221428936507,0.01828060408722676,0.013942174941903973,0.022090847810651182
2017-06-30,0.0017129411579054222,0.006265199129118271,0.006670611504439261,0.00787108579373097
2017-07-31,0.03131647987851437,0.018549797828784742,0.020746910222665838,0.027332462719068307
2017-08-31,0.006816182931346087,0.006622406250287982,0.0027368700669945234,0.004013209380961946
2017-09-29,0.01561647434019601,0.01454471001082469,0.02041375295501835,0.018800897062400512
2017-10-31,0.021474165290792713,0.01545122265951937,0.023247657039663583,0.021505362791648386
2017-11-30,0.021583417704462517,0.014682316426339437,0.031219821737551,0.02019920604414427
2017-12-29,0.017049423221635385,0.01574302916262016,0.012089733277482084,0.014503469045486606
2018-01-31,0.04797444981294603,0.040501676189835134,0.056909116264134196,0.057012009282405796
2018-02-28,-0.036608162889256314,-0.03415366310129797,-0.03804332055548998,-0.0447505777078665
2018-03-30,-0.004294562029595805,-0.007245063021561027,-0.024776522247682897,-0.014974631804537397
2018-04-30,0.0047026205421443965,0.0,0.0035422282221848622,0.004044624250646445
2018-05-31,-0.0052898361600663135,0.0023608990567054455,0.024107314738578856,0.00472299838946566
2018-06-29,-0.013569420763075936,-0.004381880107849456,0.005874165397931508,-0.005853109463354378
2018-07-31,0.01510666096202322,0.015889910799253615,0.037465707561210815,0.0306524171547069
