Date,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,BR,CDNS,CRM,CSCO,CTSH,CTXS,DXC,FFIV,FIS,FISV,FLIR,FLT,FTNT,GLW,GPN,HPE,HPQ,IBM,INTC,INTU,IPGP,IT,JKHY,JNPR,KEYS,KLAC,LRCX,MA,MCHP,MSFT,MSI,MU,MXIM,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNPS,STX,SWKS,SYMC,TEL,TSS,TXN,V,VRSN,WDC,WU,XLNX,XRX
2011-07-29,,,0.022222222222222233,0.03703703703703705,0.07407407407407408,,0.014814814814814807,,,,,0.03703703703703705,,,,,,,,0.04444444444444443,,,,,0.059259259259259275,,,0.06666666666666667,1.2335811384723961e-17,,,,,0.06666666666666667,0.037037037037037035,0.007407407407407419,0.037037037037037035,,,,,,1.2335811384723961e-17,,,,0.037037037037037035,,0.05925925925925926,0.014814814814814807,0.037037037037037035,,,,,0.05925925925925926,0.06666666666666667,,,,,0.037037037037037035,,0.07407407407407408,,,0.11111111111111112,
2011-08-31,,0.06021840873634945,0.014664586583463344,0.00405616224648986,0.05085803432137287,,0.014664586583463344,,,,,,,,0.013416536661466456,0.014664586583463344,0.08954758190327614,,,0.07082683307332294,,0.08018720748829952,,0.04274570982839314,0.032137285491419657,,,,,,,,0.032137285491419657,,0.061466458658346344,,,,,,,,0.00405616224648986,,,,0.04274570982839314,0.05210608424336973,,,0.04274570982839314,,0.00405616224648986,,,,0.05210608424336973,,0.00405616224648986,0.03338533541341654,,0.04274570982839314,,,,0.04274570982839314,0.09765990639625585,
2011-09-30,,0.0070224719101123455,,,0.02668539325842699,0.03511235955056182,,,,,,,0.04915730337078651,,0.023876404494382008,,0.05758426966292135,,,0.08286516853932585,,0.06601123595505617,0.06601123595505617,0.03230337078651685,,,,0.06601123595505617,0.03230337078651685,,,,,,0.04915730337078651,,,,,,,,,0.06039325842696632,,,,0.04073033707865169,,,,,0.009831460674157317,,,,0.06601123595505617,,0.015449438202247185,0.023876404494382008,0.03230337078651685,,,,0.03230337078651685,0.03230337078651685,0.05196629213483149,0.04073033707865169
2011-10-31,0.012028273140338637,0.012028273140338637,,,0.031132001069111855,0.00955186396438661,,,,0.03360841024506388,,,,0.012028273140338637,0.012028273140338637,,0.05518854734978914,,,,,,0.06597861590215175,,,,,,0.022818341692701246,,0.04192206962147448,0.04192206962147448,,,0.0443984787974265,0.03360841024506388,,,,,,0.1498227551451007,,0.020341932516749234,,0.06597861590215175,,,,,,,0.00955186396438661,,,,,0.012028273140338637,0.022818341692701246,,,,0.20241935897372038,,0.0443984787974265,0.0443984787974265,,
2011-11-30,0.0343785417453721,,,,0.026696889560508728,0.01901523737564537,,,0.05742349829996221,0.0343785417453721,,,0.05742349829996221,0.0343785417453721,,,0.0881501070394157,,,,,,0.05742349829996221,,,,,0.05742349829996221,0.04206019393023547,,,,,0.0343785417453721,0.05742349829996221,,,,,,,0.11157284976703191,,0.004029719178944741,,,0.05742349829996221,,,,,,,,,,,0.0343785417453721,0.04206019393023547,,,,0.14998111069134873,,,,,
2011-12-30,,0.04770658263305321,,,,0.03168767507002801,0.04770658263305321,,,,,,,0.05838585434173669,,0.04770658263305321,0.06906512605042017,,0.06906512605042017,0.05838585434173669,,,,,0.01636904761904762,,0.01636904761904762,,,,,0.032387955182072825,0.04840686274509804,0.04236694677871149,0.05838585434173669,0.04770658263305321,,,,,0.04236694677871149,0.053746498599439786,,,,,0.004989495798319327,,0.0156687675070028,0.02100840336134454,,,,,0.021708683473389355,,,0.011029411764705881,0.04770658263305321,0.05838585434173669,,0.03168767507002801,,,,,,
2012-01-31,,0.0518451664661051,,,,,0.0518451664661051,0.058263136782992386,,,,,,,,0.0518451664661051,0.06407942238267149,0.07049739269955878,0.06407942238267149,0.0518451664661051,,0.0029081427998395516,,,,,0.021560369033293225,0.0029081427998395516,,,,0.021560369033293225,0.0399117529081428,,,,,0.07631367829923787,,0.01544324107501003,,0.0032089851584436438,0.009326113116726835,,0.05214600882470919,,,0.0029081427998395516,0.01514239871640594,0.021259526674689132,,,,,0.0399117529081428,,,,,0.06407942238267149,,,0.07661452065784198,,,,,0.07049739269955878
2012-02-29,,,,,,,,0.09447443632899331,,,,0.01698952048269289,0.02667513496348045,,,0.05080978088281998,,,,,,0.021752937440457316,,,0.01698952048269289,,0.01698952048269289,0.02667513496348045,,,0.07986662432518264,0.01698952048269289,,0.05080978088281998,,,0.002381708478882209,0.08955223880597019,,0.04112416640203242,0.021752937440457316,0.04112416640203242,0.05080978088281998,,0.06541759288663065,,0.02667513496348045,,0.021752937440457316,,,,,,0.06541759288663065,,,,,,,0.021752937440457316,,0.01698952048269289,,0.021752937440457316,,0.09447443632899331
2012-03-30,,,0.03507235205782317,,,,,0.05767179017958949,,0.0025933781451207283,,0.050138644139000724,,,0.0025933781451207283,0.0025933781451207283,,,,,,,,,,,,,0.05532540042924218,,0.10052427667277486,,,0.0025933781451207283,0.13060085039762281,,0.01765967022629829,,,0.05532540042924218,0.01765967022629828,0.0854579845915973,0.05532540042924218,,,0.032725962307475855,0.02000605997664561,,0.02000605997664561,,0.02000605997664561,,,,0.050138644139000724,,,,,,,0.0025933781451207283,0.03272596230747584,0.0025933781451207283,0.05767179017958949,0.01765967022629829,,0.07273808226076704
2012-04-30,0.0023766467793239964,,0.0023766467793239964,0.0023766467793239964,,,0.04594850440026437,0.036894611907601405,0.011430539271986966,0.03214131834895341,,,0.011430539271986966,0.03214131834895341,,,,0.04379820493325689,0.04594850440026437,,,0.0023766467793239964,,,0.0023766467793239964,,0.0023766467793239964,,0.08046646952854178,,,,,0.03214131834895341,0.14203051266402922,,,0.04594850440026437,,0.06665928347723082,0.03214131834895341,,,0.016183832830634955,,0.04594850440026437,,0.0023766467793239964,0.011430539271986966,,,,,,0.016183832830634955,,0.011430539271986966,0.0023766467793239964,0.04594850440026437,0.03214131834895341,,0.03214131834895341,,,0.023087425856290436,,0.08737006255419724,
2012-05-31,,,,,,,0.05517924995869817,0.015364282174128538,0.004791012720964808,0.035023955063604825,,,0.004791012720964808,,0.06525689740624484,0.05517924995869817,0.04559722451676856,0.025441929621675213,0.05517924995869817,0.04559722451676856,,0.035023955063604825,,,,,0.014868660168511478,,,,,,,,,,,0.05517924995869817,,,,0.0451016025111515,,0.03551957706922188,,0.08541219230133817,,0.004791012720964808,,,,,0.035023955063604825,,0.005286634726581868,,0.035023955063604825,,,0.05517924995869817,,0.035023955063604825,,,0.015364282174128538,,0.13580042953907157,
2012-06-29,0.0684746594674193,,,,,,0.02356117315007976,0.006381151061479937,,0.08344582157319916,,,0.008590011044299913,,,,0.05129463737881948,0.03632347527303965,0.02356117315007976,,,0.08344582157319916,,,0.08344582157319916,,0.008590011044299913,0.06626579948459933,,,,0.006381151061479937,0.021352313167259784,,,,,0.02356117315007976,,0.031046754202969686,,0.006381151061479937,,,0.05878021843170941,,0.06626579948459933,0.008590011044299913,,,,,0.08344582157319916,,0.006381151061479937,,0.028837894220149717,,0.02356117315007976,0.02356117315007976,,,,,0.0684746594674193,,,
2012-07-31,,,0.040874914559125085,,,0.01585782638414217,,,,0.14094326725905673,,0.017498291182501707,,,,,0.01585782638414217,0.007518796992481198,0.05755297334244702,0.01585782638414217,,0.12426520847573476,0.0008202323991797689,0.0008202323991797689,,,,0.0008202323991797689,,,0.1659603554340396,0.04251537935748462,0.024196855775803137,,,,,,,,0.040874914559125085,,,0.040874914559125085,,,,,,,,,,,0.024196855775803137,,0.04251537935748462,,,,0.01585782638414217,0.040874914559125085,,,,,0.09924812030075188,0.024196855775803137
2012-08-31,,,0.017762054461521386,,,0.0014281048813283587,0.08309785278229351,0.04757374385925074,,0.1369489621998079,,,,0.028651354181650074,,,0.0014281048813283587,,,0.0014281048813283587,,0.07220855306216484,0.009461194838800332,0.009461194838800332,0.017762054461521386,,,0.009461194838800332,0.044985303761843114,,0.1369489621998079,,0.06131925334203614,0.028651354181650074,,,,0.02579514441899336,,,0.017762054461521386,0.08309785278229351,,,0.02035049455892902,0.02035049455892901,,,,,,,,,0.006872754741392702,,,0.03668444413912206,,,0.0558746034819718,,0.017762054461521386,,,,,0.006872754741392702
2012-09-28,0.022331639798484605,,0.005468973011873804,0.005468973011873804,,,0.061252497732986376,,0.05013225260884301,0.1433765272401696,,,0.005468973011873804,0.061252497732986376,,,,,,0.03345188492262797,,,0.022331639798484605,,,,0.005468973011873804,,,,,,0.10573347822955985,0.0056512721122695606,,0.022149340698088854,,,,0.0056512721122695606,0.061252497732986376,,0.0056512721122695606,0.05013225260884301,,0.005468973011873804,0.033269585822232224,0.005468973011873804,0.05013225260884301,0.07775056631880567,,,,,0.005468973011873804,,0.03345188492262797,0.005468973011873804,,,0.03345188492262797,0.061252497732986376,,,,,,0.01658921813601717
2012-10-31,0.04660502475016344,,,,,,,,,0.14345755113477163,,,0.03885308676566733,0.08648547679088446,,0.029513402446997287,,,,0.04660502475016344,,0.018118987578219847,,,,,0.018118987578219847,,,,,,0.1035770990940506,,0.05230223218455215,0.03885308676566733,,,,0.029513402446997287,,,0.029513402446997287,,,0.018118987578219847,,0.018118987578219847,0.04660502475016344,,,,0.010367049593723738,,0.010367049593723738,,0.07509106192210703,0.018118987578219847,,0.029513402446997287,,,,0.006724572709442413,0.035210609881385996,0.05024750163444477,,
2012-11-30,0.061553492916463115,,,,0.00476306790425013,0.02369320957498779,,0.04262335124572546,,,,0.02369320957498779,,,,0.012335124572545195,,,0.006595017098192469,0.02369320957498779,,,,,,,0.012335124572545195,,,,0.03883732291157793,0.012335124572545195,0.08805569125549585,,0.02747923790913533,0.03309721543722521,,,,0.05019540791402053,,,0.012335124572545195,0.061553492916463115,,,,,0.03126526624328286,,0.04066927210552026,,,,0.006595017098192469,0.03126526624328286,0.0691255495847582,0.04262335124572546,0.06338544211040546,,0.04262335124572546,,,0.04262335124572546,0.061553492916463115,0.03309721543722521,,
2012-12-31,0.10809846592936141,0.003032465215840188,,,0.014092044238316111,0.08597930788440958,,,,,,0.030681412772029987,,0.06938993935069569,0.025151623260792032,,,,,0.003032465215840194,,,0.003032465215840194,0.07991437745272921,,,,0.024616482340349605,,,,0.014092044238316111,,0.013556903317873684,,0.024616482340349605,0.09650374598644307,,,,,0.025151623260792032,,0.06938993935069569,,,,,,,0.003032465215840188,,,,,0.05280057081698182,,,0.041205850874063484,,0.11362825544059939,,0.0024973242953977635,0.04174099179450591,,0.041205850874063484,,0.013556903317873684
2013-01-31,0.12107124837088387,0.0032183964750150664,0.007969362700037308,0.041226126275193065,0.006283535975029434,0.05379319822525193,,0.07754802935036316,,,,,0.041226126275193065,,0.015785468425073935,0.017471295150081813,,,,,,,0.006283535975029434,0.0649809574003043,,,,0.006283535975029434,,,,,0.06329513067529642,0.007969362700037308,,,0.0649809574003043,,,,0.03172419382514855,0.015785468425073935,,0.039540299550185176,0.050728058725237564,,0.050728058725237564,,0.007969362700037308,,0.0032183964750150664,,,,,0.039540299550185176,,0.07754802935036316,,,0.07754802935036316,,0.006283535975029434,,,,,
2013-02-28,0.1353518168013732,,,,,,,0.08995229411208172,,,,,,0.07566439769462041,0.05185123699885155,0.02911350936676258,0.042325972720544,0.043401405784223884,,,,0.013750179885621373,0.005300348670993715,0.07673983075830029,,,,,,,,,,,0.07566439769462041,0.03280070844223646,,0.005300348670993715,,,,0.037563340581390235,,,,,0.014825612949301263,0.018512812024775147,,0.03863877364507011,,,0.05185123699885155,,0.004224915607313831,,,0.08995229411208172,,0.02911350936676258,,,0.028038076303082693,,,,0.010062980810147486,
2013-03-29,0.13962828056411694,,,,,,,0.15700009339684318,0.02381619501260856,0.010927430652843954,,,,,,0.012234986457457726,0.05855982067806107,0.012234986457457726,0.0701410292332119,0.012234986457457726,,0.08172223778836275,,,,,0.012234986457457726,,,,,,,,0.0701410292332119,,,0.041188007845334815,,0.09909405062108899,,,,,,,,0.012234986457457726,,0.018025590735033136,,,,,0.012234986457457726,,0.041188007845334815,,,,,,,0.02829924348557021,0.05276921640048565,,0.03408984776314562,
2013-04-30,,,,0.036699658404134215,,,0.039327318910396765,,,,,,,0.06647981080844353,,0.02846632215117806,0.055618814049224835,,0.08277130594727161,0.039327318910396765,,0.09363230270649031,,,0.01760532539195935,0.009547166506087432,0.02846632215117806,,0.01760532539195935,,0.0041166681264780715,0.04475781729000613,,0.009547166506087432,,,,0.0719103091880529,,0.055618814049224835,,,,,0.036699658404134215,0.025838661644915495,0.01760532539195935,,,0.006744328632740631,,,0.055618814049224835,,0.02846632215117806,,0.06647981080844353,,0.020408163265306145,,0.039327318910396765,,,0.0013138302531312824,,,,
2013-05-31,,,0.006493506493506513,,,,0.0844155844155844,,,,,0.05194805194805194,,,,,0.03896103896103895,,0.13636363636363635,0.01948051948051947,,,,0.03896103896103897,0.02597402597402595,0.006493506493506513,0.03896103896103895,,,,1.441848083928775e-17,0.0064935064935064775,,0.058441558441558426,0.10389610389610389,,0.01298701298701297,0.058441558441558426,,,,,0.025974025974026,,0.03896103896103897,,0.058441558441558426,,,,,,0.03896103896103895,,,0.01948051948051947,,,0.04545454545454544,,0.03246753246753245,0.025974025974026,,,,,,0.025974025974026
2013-06-28,0.024552756480467317,0.0019167579408543173,0.03769623950346843,0.00940124132895219,,,0.09811975173420956,,,,,0.06982475355969331,0.00940124132895219,,,,0.05850675428988681,,0.1150967506389193,,,0.05850675428988681,0.04335523913837168,0.00940124132895219,,0.00940124132895219,0.030211756115370563,0.026378240233661934,,,0.013234757210660817,0.030211756115370563,,,0.1150967506389193,0.030211756115370563,0.035870755750273806,,,,0.026378240233661934,,,,0.00940124132895219,,0.07548375319459656,,,,,,,,,,,,0.04718875502008031,,,0.0019167579408543173,,0.013234757210660817,,,,
2013-07-31,,0.01320122184027345,0.05407075794851739,,,,0.06926120499759915,0.035625215103203725,0.014828769738389404,0.031646764685587116,,,0.030019216787471156,,,0.01320122184027345,,,,,,,0.01320122184027345,,,0.02604076636985455,,0.04285876131705226,0.001989225208808308,,,0.01320122184027345,0.020434768054121973,,0.13595290475579952,0.0412312134189363,,,,0.02441321847173859,0.02604076636985455,,,0.02441321847173859,0.030019216787471156,0.014828769738389404,0.05804920836613401,,0.04285876131705226,0.009222771422656836,,,,,,,0.09168519826052944,,,,,,0.06926120499759915,,0.052443210050401444,,,
2013-08-30,,0.023803363518758083,,0.007761966364812413,,,,0.07192755498059508,0.023803363518758083,0.016300129366106083,,,0.08796895213454077,,,0.06390685640362226,,0.007761966364812413,,,,,0.016300129366106083,,,,,0.016300129366106083,,,0.007761966364812413,0.03984476067270374,0.00025873221216041685,,0.1761966364812419,,,0.016300129366106083,,0.05588615782664942,0.007761966364812413,,,0.00025873221216041685,,0.023803363518758083,,,,,,,,,,,0.13609314359637778,,,,,,0.10401034928848642,,0.09598965071151358,,,
2013-09-30,,,,0.011429608127721352,0.01705370101596518,,,,,0.00018142235123368806,,,0.044811320754716985,,,0.011066763425253983,,0.03918722786647314,,,,,,,0.027939042089985478,,,0.01705370101596518,,,0.05605950653120464,,0.011066763425253983,,0.10667634252539913,0.011066763425253983,,0.01705370101596518,,,,,0.028301886792452848,0.03918722786647314,,0.027939042089985478,,,,,,,,,0.03918722786647314,,0.07855587808417996,,0.08417997097242381,0.05642235123367201,,,0.06730769230769232,,0.10667634252539913,0.01705370101596518,,0.08454281567489119
2013-10-31,,,,,,,,0.05707894954850469,0.02626128738298401,0.01598873332781045,,0.04051031397564412,,,,0.03653384143815756,,0.07762405765885179,,0.03653384143815756,,0.04680639549333113,,,0.06221522657609147,0.03653384143815756,0.03653384143815756,,,,0.02626128738298401,0.04680639549333113,,,,0.06221522657609147,,0.021125010355397232,,,,,,,,,,0.02626128738298401,,,,,,,0.06221522657609147,0.03653384143815756,,0.00455637478253666,0.11357799685195925,0.009692651810123444,0.030237759920470553,,,,,0.010852456300223676,0.02626128738298401,0.05078286803081766
2013-11-29,,,,0.007786613651424783,,,,0.079688535453943,0.05914512922465208,0.002485089463220679,,0.007620941020543407,,0.028330019880715703,,0.018058316766070243,0.002650762094102055,0.11050364479787939,,0.018058316766070243,,0.028330019880715703,,,0.043737574552683886,0.09509609012591118,0.06941683233929753,0.007786613651424783,,,,,,,,,,,,,0.007786613651424783,,0.01789264413518887,,,,0.028330019880715703,0.007786613651424783,0.028164347249834326,,,,,,,0.018058316766070243,,0.007620941020543407,0.1310470510271703,0.028164347249834326,,,,,,0.043737574552683886,0.05914512922465208,0.043571901921802506
2013-12-31,,,0.053058857639895596,,,,,0.09075094230211654,0.0667826423117812,0.01285396733352664,,0.01111433265680871,,0.018846042331110483,,,0.0008698173383589648,,,,,,,,,0.1267033922876196,0.07876679230694887,,,,,,0.01285396733352664,,,,,,,0.07876679230694887,0.006861892335942802,,,0.024838117328694318,,0.0847588673045327,0.03083019232627816,0.0667826423117812,0.03508263264714406,,,,,,,,0.048806417319029675,,,0.017106407654392555,,,,,,0.0667826423117812,0.0667826423117812,
2014-01-31,0.03805697589481374,,0.024470416362308258,0.029875821767713657,0.024470416362308258,0.020818115412710003,,,0.052520087655222786,0.0018261504747991266,,0.016289262235208175,,,0.03805697589481374,,,,0.010883856829802774,,,,0.03805697589481374,,,0.09780861943024104,,0.020818115412710003,0.07428780131482833,,,,,0.015412710007304606,0.011760409057706348,,0.028999269539810076,,,0.08422205989773555,0.029875821767713657,0.015412710007304606,,,,0.052520087655222786,,,,,0.024470416362308258,,,,,,0.047991234477720954,,0.08422205989773555,,0.024470416362308258,0.015412710007304606,,,,0.052520087655222786,,0.024470416362308258
2014-02-28,0.03469532917094758,,,,0.02489528175136331,,0.039595352880739725,,,0.00039516320240258636,,,0.005295186912194728,,0.03469532917094758,,,,0.005295186912194728,,,,,0.015095234331779013,,0.09760531099344029,,,,,0.058405121315103135,,,0.015095234331779013,0.004504860507389561,0.058405121315103135,0.015095234331779013,,,,0.009404884217181704,0.02489528175136331,,0.04860507389551885,,0.10740535841302458,,0.04860507389551885,,,0.024104955346558134,,0.07389551884928473,,,,0.06820516873468742,,0.06820516873468742,,0.02489528175136331,,,0.024104955346558134,0.058405121315103135,,,0.010195210621986875
2014-03-31,,0.014672881063352319,,,,0.02002416709822199,0.012083549110996029,,,,,0.04142931123770067,,,0.006732263076126366,,0.02278612118073537,,0.014672881063352319,0.04142931123770067,,0.012083549110996029,0.003970308993612979,0.014672881063352319,,0.09494217158639737,,,,,,,,,0.036078025202831,0.09494217158639737,0.014672881063352319,0.030726739167961332,,,,0.003970308993612979,,,,0.12169860176074573,,0.057483169342309674,,,,,,,0.012083549110996029,0.04142931123770067,0.05213188330744001,,0.08959088555152771,,0.003970308993612979,,0.025375453133091662,0.057483169342309674,0.025375453133091662,,,0.03348869325047472
2014-04-30,,,0.028835744513335294,,,0.047141029426237574,0.010530459600433018,0.04103926778860348,,,,,,0.03218187186300563,,,0.016632221238067107,,0.028835744513335294,,,0.010530459600433018,,,0.0504871567759079,,0.04103926778860348,,0.013876586950103359,,,,,,0.053242791063871656,,,0.05934455270150576,,0.028835744513335294,,0.028835744513335294,,,,0.07154807597677393,0.019978348587737442,0.10205688416494439,,,,,,,0.010530459600433018,0.04103926778860348,0.07154807597677393,,,,,,0.04103926778860348,0.07764983761440804,0.053242791063871656,,0.019978348587737442,
2014-05-30,,,0.01613606628870474,,,0.026951591801133875,,0.021543829044919312,0.005494984736153524,0.03776711731356301,,0.026951591801133875,,,,,8.722197993895534e-05,,0.07021369385085041,,,0.010728303532490178,0.026951591801133875,,0.04334932402965548,0.07562145660706497,0.021543829044919312,0.01631051024858265,0.010902747492368093,,0.06480593109463585,0.01631051024858265,,,0.09184474487570868,,,0.08102921936327954,,0.010728303532490178,,,,,,,0.04334932402965548,,0.02712603576101179,,,,,,0.010728303532490178,,,0.1082424771042303,,,,0.02712603576101179,,,0.07562145660706497,,0.032533798517226355,
2014-06-30,,,,0.014257662426363884,,,,,,0.049261504311448816,,,0.06719030137454114,0.01220865704772474,,,0.024844190215999335,,0.09690087936480833,,,,,,0.02279518483736019,,,0.014257662426363884,,,0.049261504311448816,0.014257662426363884,,,0.06514129599590199,,,0.06514129599590199,,,,0.054554768206266535,0.014257662426363884,0.0036711346367284325,,,0.01220865704772474,,0.0016221292580892905,0.028088448732177914,,,0.008964398531546161,,,,0.02279518483736019,0.10424314863826518,,,,,,0.0704345598907197,0.07572782378553744,,0.03013745411081705,0.0777768291641766
2014-07-31,0.09396341942067664,,,0.0014914828479472427,,,0.003375461182196409,,,0.04717795745348929,,,0.03556009105895282,0.027710181332914675,0.027710181332914675,0.03556009105895282,,,,,,0.03556009105895282,,,0.04717795745348929,,0.022843237302771022,0.0014914828479472427,,,0.008242405212340062,,,,0.06177878954392024,0.09584739775492582,,0.08611350969463852,,,,0.013109349242483715,0.0014914828479472427,,,0.032577125363058325,0.03744406939320198,,0.03744406939320198,0.03744406939320198,,,0.017976293272627362,,,,,0.09396341942067664,,,,0.011225370908234554,,,,,0.0014914828479472427,0.08422953136038935
2014-08-29,,,0.010855405992184103,0.0026052974381241926,,0.0198292082790563,0.05572441742654509,0.0198292082790563,0.006368504848748006,,,,,0.03328991170936459,0.03328991170936459,0.034013605442176874,0.010855405992184103,0.05196121001592126,0.12302793457808656,,,,,,0.042263713996236796,0.046750615139672894,0.0198292082790563,0.0026052974381241926,,,,,,,0.03328991170936459,,0.05572441742654509,0.08713272543059776,,,0.06990881458966566,,,,0.10059342886090607,0.015342307135620199,0.03328991170936459,,0.042263713996236796,,,,0.024316109422492394,,,,,,,0.011579099724996392,,,0.010855405992184103,,,,0.0026052974381241926,
2014-09-30,,,0.029568994320080182,,,0.03992649515536251,0.029568994320080182,0.03992649515536251,0.03992649515536251,0.055462746408286,,,,,,0.00668225860340797,0.029568994320080182,,0.13314400267290344,,,0.022218509856331455,,,0.045105245573003674,,0.03992649515536251,0.029568994320080182,0.019211493484797854,,0.0036752422318743635,,0.048112261944537285,,,,0.08135649849649182,0.11760775141997995,,,,,,,,0.017039759438690287,,,,0.045105245573003674,,,,,0.022218509856331455,,0.011861009021049126,0.06882726361510193,,0.019211493484797854,,,,,0.0036752422318743635,0.0015035081857668019,,
2014-10-31,,,0.0075647487039878615,,,,,0.07456680865359462,0.0075647487039878615,0.09466742663847667,,,0.019236075275854855,0.027665366688869892,,,,0.03933669326073689,,0.03933669326073689,,0.03933669326073689,,,,,0.0075647487039878615,,,,0.07456680865359462,0.019236075275854855,0.027665366688869892,,,,,0.16485174307974004,,0.04603689925569756,0.10633875321034367,,0.07456680865359462,,,0.02096516069390921,,,,0.027665366688869892,,,,,0.03933669326073689,,,0.0008645427090271788,,0.019236075275854855,,,,,0.0075647487039878615,,,0.01426495469894853
2014-11-28,,,,,,,,,,0.06311050709249977,,,0.010617514652170233,0.015713921685211914,,,0.05257793255754691,,,0.02641637645459952,,0.02641637645459952,,,0.06837679435997619,0.020980208952688338,,,,,0.04731164529007048,0.02641637645459952,0.01571392168521191,,,,,0.09997451796483478,,,0.08961182366431664,,0.05257793255754691,0.06854667459441094,,0.020980208952688338,0.06837679435997619,0.05801410005945807,0.026246496220164773,,,,0.06837679435997619,,0.02641637645459952,,,0.0051813471502590545,,,,,,0.020980208952688338,0.0053512273846937995,,,0.01571392168521191
2014-12-31,0.022390553637072534,,0.039768296758382525,,,,0.025955218892725847,0.09502060822100923,,0.10883368608666591,,,,0.008577475771415852,,,0.09502060822100923,,,0.025955218892725847,,,,,,0.039768296758382525,,,0.025955218892725847,,,0.04311017043555756,0.046674835691210864,0.029297092569900863,0.019048679959897504,,,,,0.008577475771415852,0.056923248301214216,,0.025955218892725847,0.04311017043555756,,0.07430099142252422,,0.029297092569900863,0.039768296758382525,,0.015484014704244192,,0.025955218892725847,,,,,,,,,,,0.032861757825554186,,,0.022390553637072534,
2015-01-30,,,,,0.014101628981278888,,0.0537320690493557,0.09141745684415267,,,,,,,,0.023583758813518103,0.12910284463894967,,,,,0.0386579139314369,,,0.0537320690493557,0.0537320690493557,,,,,0.0009725261366399162,,0.0461949914903963,0.0009725261366399162,,,,,,0.0009725261366399162,0.029175784099197678,0.0537320690493557,,0.014101628981278888,0.006564551422319483,0.0537320690493557,,0.01604668125455871,,,0.01604668125455871,,0.0537320690493557,,,,0.03671286165815707,,0.023583758813518103,,,,0.05932409433503525,0.06880622416727449,0.02163870654023827,0.0386579139314369,0.0009725261366399162,
2015-02-27,0.06588089330024817,,,,0.012034739454094315,0.019727047146402,,,0.03511166253101739,,,0.04181141439205956,,,,0.026426799007444164,,0.011042183622828768,,,,0.04181141439205956,,,,,,,0.019727047146402,,0.08027295285359802,,0.04950372208436724,,,0.14950372208436727,,,,0.003349875930521081,0.0274193548387097,0.057196029776674935,,0.012034739454094315,,0.04181141439205956,,0.003349875930521081,,0.019727047146402,,,,,0.03511166253101739,,0.050496277915632784,0.0274193548387097,0.026426799007444164,,,,0.05818858560794046,,0.03511166253101739,,,0.04950372208436724
2015-03-31,,,0.053246086733384636,,,,0.053246086733384636,,0.013471901462663577,,,,,0.053246086733384636,,0.04221195791634591,,0.04529124967924043,,,,0.03733641262509622,,,,,,0.06607646907877855,,,0.13279445727482678,,0.06120092378752885,,,0.06915576084167306,,0.005517064408519363,,0.03733641262509622,0.0055170644085193584,,,0.02142673851680779,,0.06120092378752885,0.0899409802412112,0.02142673851680779,,0.029381575570952004,,,,,,,0.002437772645624848,,0.02142673851680779,,,,0.002437772645624848,,0.013471901462663577,,,0.06120092378752885
2015-04-30,0.02290950744558991,,,,0.0406643757159221,,0.06433753340969836,,0.03474608629247804,0.08801069110347462,,,0.024436807941962603,0.04658266513936617,0.04219167621229478,,,,0.07025582283314243,,,,0.03627338678885073,0.024436807941962603,,,,0.005154639175257719,,,,,,,0.06433753340969836,0.07617411225658649,,,,0.006681939671630409,0.01851851851851854,,,,0.04658266513936617,,0.030355097365406668,,,,0.05250095456281024,,,,,,,0.005154639175257719,,0.03474608629247804,,0.06433753340969836,0.03627338678885073,,,,,0.06433753340969836
2015-05-29,0.01466198419666373,,,,0.030992098331870055,,0.10719929762949955,0.045215100965759446,0.025548726953467944,0.06365232660228269,,,0.028884986830553124,,0.009218612818261624,,0.06365232660228269,0.012554872695346804,0.04732221246707637,,,,0.03977172958735734,0.03977172958735734,,0.05276558384547848,,0.0016681299385425897,,,,,,,0.025548726953467944,,0.03643546971027216,,,,,,0.009218612818261624,,0.03643546971027216,,,0.030992098331870055,0.06365232660228269,,0.030992098331870055,,,,,,,,,0.025548726953467944,,0.05276558384547848,,0.05276558384547848,,,,0.05276558384547848
2015-06-30,,,,0.010709504685408303,0.03145917001338689,,0.1282909415439536,0.03078982597054886,,,,,,0.045292280232039274,0.045292280232039274,,0.07295850066934403,0.02387327086122266,0.038375725122713075,,,,0.0031236055332440837,,,,,,,,,,,,0.045292280232039274,,0.09370816599732262,,,,,,,,0.045292280232039274,0.010040160642570276,,,0.059125390450691664,0.02387327086122266,0.03145917001338689,,0.010040160642570276,,0.0031236055332440837,,0.03145917001338689,0.010709504685408303,,0.024542614904060688,,0.059125390450691664,,0.07987505577867024,0.03145917001338689,0.010709504685408303,,
2015-07-31,0.047987755469523725,,,0.020077428648599974,0.047987755469523725,0.03682362474115422,,,,,,,,0.047987755469523725,,,,,,,,,,,,0.03124155937696947,,0.03682362474115422,,,0.003331232556045726,0.06365355181417126,0.042405690105338976,,,,,0.024579094264878018,,0.020077428648599974,0.020077428648599974,,0.047987755469523725,0.020077428648599974,,0.024579094264878018,,0.020077428648599974,0.08706221301881696,0.03574322499324752,,,,,,,0.020077428648599974,0.047987755469523725,0.08706221301881696,0.047987755469523725,,0.05915188619789322,,,0.020077428648599974,0.03124155937696947,0.007832898172323773,
