Date,Adj Close,BIL,avg_er,ER,c_exc_ret,c_avg_ret,compp,composite
2006-11-30,0.06868558993925244,0.0023889154323935013,81.3171737142859,0.06629667450685894,1,1,2,1
2006-12-29,0.11669258632659729,0.0014321176245941647,77.81434871428587,0.11526046870200313,1,1,2,1
2007-01-31,0.13229416271643357,0.0011442738628779647,73.74856985714314,0.1311498888535556,1,1,2,1
2007-02-28,0.10195346336031696,0.00038106125559678183,23.734252714286185,0.10157240210472018,1,1,2,1
2007-03-30,0.089767026006212,-0.00019062142584824748,21.054286142857336,0.08995764743206025,1,1,2,1
2007-04-30,0.10968298958145883,0.0001908943399828722,61.63286485714275,0.10949209524147596,1,1,2,1
2007-05-31,0.11080312679607562,-0.0033349213911386677,88.07142857142867,0.11413804818721429,1,1,2,1
2007-06-29,0.0733384053128292,-0.0020972354623450817,46.12712800000031,0.07543564077517428,1,1,2,1
2007-07-31,0.026066396194561525,-0.0006673658118028225,-7.234252428571153,0.026733762006364348,1,0,1,0
2007-08-31,0.024856769557631386,-0.010286693970854466,6.37857471428606,0.03514346352848585,1,1,2,1
2007-09-28,0.08524904295037627,-0.012284544329111746,42.00571985714305,0.09753358727948802,1,1,2,1
2007-10-31,0.09045227633741826,-0.010104861773117091,46.27572199999986,0.10055713811053535,1,1,2,1
2007-11-30,-0.000829738866914953,-0.016318350987689745,-21.78855657142867,0.015488612120774792,1,0,1,0
2007-12-31,-0.04067633390611758,-0.012523900573613966,-25.674299428571203,-0.028152433332503612,0,0,0,0
2008-01-31,-0.08301455349210052,-0.02636606801681296,-97.65567442857127,-0.05664848547528756,0,0,0,0
2008-02-29,-0.08564734605059754,-0.028715893913375368,-127.77000199999975,-0.05693145213722217,0,0,0,0
2008-03-31,-0.10263980083066915,-0.024540467712443448,-114.08719328571397,-0.0780993331182257,0,0,0,0
2008-04-30,-0.09245785754052727,-0.022271500192826754,-31.031459142856875,-0.07018635734770051,0,0,0,0
2008-05-30,-0.09616749894742571,-0.01916409861325119,5.044294142857552,-0.07700340033417452,0,1,1,0
2008-06-30,-0.13580081083691464,-0.011738455568490624,-86.60142299999961,-0.12406235526842402,0,0,0,0
2008-07-31,-0.13687377894597152,-0.015877626101268305,-70.5099922857139,-0.12099615284470322,0,0,0,0
2008-08-29,-0.0694353411901405,-0.0022566718995292723,-41.38574228571383,-0.06717866929061123,0,0,0,0
2008-09-30,-0.12345281511970707,-0.008938218249680885,-134.38856757142798,-0.11451459687002619,0,0,0,0
2008-10-31,-0.2675965556152047,-0.00907655880031577,-281.43427385714244,-0.2585199968148889,0,0,0,0
2008-11-28,-0.35317084275132515,-0.01380534464056793,-284.03714442857085,-0.3393654981107572,0,0,0,0
2008-12-31,-0.35499650325270105,-0.017083946980854026,-206.00856228571388,-0.337912556271847,0,0,0,0
2009-01-30,-0.35478124609375006,-0.016000785314616572,-218.5042722857138,-0.3387804607791335,0,0,0,0
2009-02-27,-0.41999240630279633,-0.013674372848007876,-233.2528248571425,-0.40631803345478845,0,0,0,0
2009-03-31,-0.3780391615675679,-0.014554036778444357,-101.19286242857106,-0.36348512478912354,0,0,0,0
2009-04-30,-0.2516804338070634,-0.007532210109018722,15.682853000000478,-0.24414822369804468,0,1,1,0
2009-05-29,-0.0512103070967741,-0.0029868578255675127,69.10001071428621,-0.048223449271206587,0,1,1,0
2009-06-30,0.02575204996152869,0.001799820017998055,65.98285742857183,0.023952229943530634,1,1,2,1
2009-07-31,0.09325212288956553,0.0006992308460691543,122.10997614285759,0.09255289204349637,1,1,2,1
2009-08-31,0.2357969545466838,-0.0008978451715880853,127.42999257142878,0.2366947997182719,1,1,2,1
2009-09-30,0.43802788389618574,-0.0011968880909634105,117.89139228571469,0.43922477198714915,1,1,2,1
2009-10-30,0.29869521036444047,-0.0015966470412134282,62.95567071428604,0.3002918574056539,1,1,2,1
2009-11-30,0.25529039253741437,-0.0007988815658079851,90.56430514285728,0.25608927410322235,1,1,2,1
2009-12-31,0.21319924908285048,-0.0007988815658079851,82.0399960000002,0.21399813064865847,1,1,2,1
2010-01-29,0.16811337382326763,-0.0010979139634695878,18.73144528571447,0.16921128778673722,1,1,2,1
2010-02-26,0.11849355163635811,-0.0004991016170892149,32.63572457142868,0.11899265325344732,1,1,2,1
2010-03-31,0.14580358970921403,9.985022466296734e-05,76.3172087142857,0.14570373948455106,1,1,2,1
2010-04-30,0.1226113353718723,0.0001997203914521073,75.06138357142868,0.12241161498042019,1,1,2,1
2010-05-31,0.05136132951516448,0.00109945027486269,-29.821393857142766,0.05026187924030179,1,0,1,0
2010-06-30,-0.059253620021112896,0.001199280431741112,-79.24717485714268,-0.06045290045285401,0,0,0,0
2010-07-30,-0.01210653779083215,0.0008994603238059451,-6.428588428571629,-0.013005998114638095,0,0,0,0
2010-08-31,-0.022851964496875654,0.0005995203836932639,-55.19288857142851,-0.023451484880568918,0,0,0,0
2010-09-30,0.03323702462889688,0.000299610506341752,31.432826285714327,0.03293741412255513,1,1,2,1
2010-10-29,0.011826236167520321,-0.0003993610223642641,71.5171772857143,0.012225597189884585,1,1,2,1
2010-11-30,-0.005173964814116583,9.9840255590955e-05,69.68434371428589,-0.005273805069707538,0,1,1,0
2010-12-31,0.15442301406230663,-0.0003993610223642641,122.74145528571444,0.1548223750846709,1,1,2,1
2011-01-31,0.24780010251593954,-0.0002994609702535733,114.7342875714287,0.2480995634861931,1,1,2,1
2011-02-28,0.20481118365601714,0.0,123.60283571428567,0.20481118365601714,1,1,2,1
2011-03-31,0.26350148341709967,-0.0004993009786300462,82.71282071428573,0.2640007843957297,1,1,2,1
2011-04-29,0.19489138060784938,-0.0011980830670927922,88.71998771428593,0.19608946367494218,1,1,2,1
2011-05-31,0.1368591346208008,-0.0005992808629645685,47.175676428571705,0.13745841548376536,1,1,2,1
2011-06-30,0.11866499528644714,-0.0013976240391334604,2.602888142857182,0.1200626193255806,1,1,2,1
2011-07-29,0.027543663995137857,-0.00019976028765489318,-30.705671285713834,0.02774342428279275,1,0,1,0
2011-08-31,-0.05227348945772359,-0.0012980529206191305,-94.49140242857106,-0.05097543653710446,0,0,0,0
2011-09-30,-0.14752635680464754,-0.0012980529206191305,-153.9899552857139,-0.1462283038840284,0,0,0,0
2011-10-31,-0.05470528605253511,-0.0007992806474171887,-21.74853499999972,-0.05390600540511792,0,0,0,0
2011-11-30,-0.08554500574443946,-0.0002998800479806496,-11.424333857142528,-0.08524512569645881,0,0,0,0
2011-12-30,-0.06512041197658358,-0.000399760143913519,11.729963285714575,-0.06472065183267006,0,1,1,0
2012-01-31,-0.006231812535227421,0.000299910026991812,67.71573285714317,-0.006531722562219233,0,1,1,0
2012-02-29,0.05679885423656872,-0.00019980019980025965,110.50003500000025,0.05699865443636898,1,1,2,1
2012-03-30,0.15553491592102353,0.0004999000199958914,126.20710114285748,0.15503501590102764,1,1,2,1
2012-04-30,0.23553585727353443,0.0007998400319935151,77.57716557142885,0.23473601724154092,1,1,2,1
2012-05-31,0.04550379380061775,0.0005999400059992777,-18.15004199999953,0.044903853794618476,1,0,1,0
2012-06-29,0.09238474097244898,0.0007999200079991109,17.222882714286015,0.09158482096444986,1,1,2,1
2012-07-31,0.09678750979874384,0.000899820035992871,16.994227571429064,0.09588768976275097,1,1,2,1
2012-08-31,0.07175343037647042,0.000299820107935167,30.80139157142912,0.07145361026853525,1,1,2,1
2012-09-28,0.05491036482546452,0.00019984012789775463,54.17862385714329,0.054710524697566765,1,1,2,1
2012-10-31,0.002619908891192013,0.00039972019586320684,25.1414620000005,0.0022201886953288064,1,1,2,1
2012-11-30,0.013069524901915042,-0.00019980019980025965,26.551479142857488,0.013269325101715301,1,1,2,1
2012-12-31,0.08842046575328388,-0.00019986009793138138,20.00993971428602,0.08862032585121526,1,1,2,1
2013-01-31,0.0998046834488171,-0.00019982016185426943,72.50856214285773,0.10000450361067137,1,1,2,1
2013-02-28,0.09813539519423431,0.0,69.74147285714321,0.09813539519423431,1,1,2,1
2013-03-29,0.11560664170306145,-0.00019982016185426943,101.02136200000041,0.11580646186491572,1,1,2,1
2013-04-30,0.1089075896687417,-0.0004995004995004271,106.98709528571476,0.10940709016824213,1,1,2,1
2013-05-31,0.15478412555046162,-0.0006992308460694874,108.93143128571478,0.1554833563965311,1,1,2,1
2013-06-28,0.1342343259694012,-0.0003996802557952872,57.31433100000049,0.1346340062251965,1,1,2,1
2013-07-31,0.18198139780597433,-9.995002498752736e-05,99.68713357142929,0.18208134783096186,1,1,2,1
2013-08-30,0.09002008353879298,-0.00039972019586276275,27.66141228571496,0.09041980373465575,1,1,2,1
2013-09-30,0.11016847720370126,-0.0008990110878035473,52.402919571429265,0.11106748829150481,1,1,2,1
2013-10-31,0.11939287469597648,-0.0002997901468971831,100.62860985714383,0.11969266484287366,1,1,2,1
2013-11-29,0.13034804111168463,9.995002498741634e-05,120.15004228571524,0.13024809108669722,1,1,2,1
2013-12-31,0.133448616170871,0.0002998800479807606,131.6113975714295,0.13314873612289024,1,1,2,1
2014-01-31,0.10976288929506439,-0.00019992003198721076,40.654244714286506,0.1099628093270516,1,1,2,1
2014-02-28,0.1030532606414225,9.996001599366089e-05,92.69709100000091,0.10295330062542885,1,1,2,1
2014-03-31,0.14658566859831135,0.00019994001799461536,71.39139242857232,0.14638572858031673,1,1,2,1
2014-04-30,0.12036507751902192,9.998000399935592e-05,54.08710571428651,0.12026509751502257,1,1,2,1
2014-05-30,0.09509029301437977,0.0,69.84568542857232,0.09509029301437977,1,1,2,1
2014-06-30,0.08551282579825314,-0.000199880071956815,84.44573071428636,0.08571270587020996,1,1,2,1
2014-07-31,0.04453140062973193,-0.00039972019586276275,43.12721485714383,0.044931120825594695,1,1,2,1
2014-08-29,0.12385351270399791,9.998000399935592e-05,84.28716171428619,0.12375353269999856,1,1,2,1
2014-09-30,0.06068465996587613,-0.0002998500749625821,37.087193142857814,0.06098451004083871,1,1,2,1
2014-10-31,0.07782244979328712,-0.00039980009994999843,62.03147700000068,0.07822224989323712,1,1,2,1
2014-11-28,0.09746018353754016,-9.997000899730768e-05,85.31147157142937,0.09756015354653746,1,1,2,1
2014-12-31,0.07035354044775666,0.0,57.318463714286736,0.07035354044775666,1,1,2,1
2015-01-30,0.01773261829206363,-0.00019992003198721076,-11.557163999999375,0.01793253832405084,1,0,1,0
2015-02-27,0.09003607661506763,-9.997000899730768e-05,73.11999514285822,0.09013604662406494,1,1,2,1
2015-03-31,0.03220568250549238,0.0,27.29275985714412,0.03220568250549238,1,1,2,1
2015-04-30,0.05740533530119407,-9.998000399913387e-05,28.73859528571529,0.057505315305193205,1,1,2,1
2015-05-29,0.0442703807292939,0.0,37.85564342857242,0.0442703807292939,1,1,2,1
2015-06-30,-0.002152272182193493,-9.998000399913387e-05,-5.788435142856088,-0.0020522921781943593,0,0,0,0
2015-07-31,0.021827280654268533,0.0003998400639744215,28.521519285715385,0.02142744059029411,1,1,2,1
2015-08-31,-0.01143360924833503,0.0005998800239950253,-99.8799524285705,-0.012033489272330056,0,0,0,0
2015-09-30,-0.08765501116654784,-0.00029994001199762366,-125.67712442857032,-0.08735507115455021,0,0,0,0
2015-10-30,0.005546820475706982,0.0004998500449864274,32.014351571429415,0.005046970430720554,1,1,2,1
2015-11-30,-0.002445491978242731,0.002099790020997805,33.792742000001,-0.004545281999240536,0,1,1,0
2015-12-31,-0.030108311808250687,0.0014998500149985272,6.387049857143893,-0.031608161823249215,0,1,1,0
2016-01-29,-0.05955577289990954,0.003099690030996971,-79.76002728571348,-0.06265546293090651,0,0,0,0
2016-02-29,-0.08156993916925492,0.0024980015987212667,-63.25430757142749,-0.08406794076797619,0,0,0,0
2016-03-31,0.04439753653446088,0.001298960831334961,51.74714014285814,0.04309857570312592,1,1,2,1
2016-04-29,0.07566028541525482,0.002300230023002392,36.554339142858225,0.07336005539225243,1,1,2,1
2016-05-31,0.008459258182738738,0.002597921662670144,65.6914062857154,0.005861336520068594,1,1,2,1
2016-06-30,0.008868538307560181,0.00039912193175006827,64.96582014285809,0.008469416375810113,1,1,2,1
2016-07-29,0.06343638303607069,0.0010982428115013931,121.18293157142944,0.062338140224569294,1,1,2,1
2016-08-31,0.11890795066026882,9.968102073365515e-05,85.57421871428687,0.11880826963953517,1,1,2,1
2016-09-30,0.12215939222721306,-0.0004983554270908686,49.17428200000086,0.12265774765430393,1,1,2,1
2016-10-31,0.032241890880605695,0.0012972757209859243,-2.4329662857130643,0.03094461515961977,1,0,1,0
2016-11-30,0.06464436490215753,0.002594292556375777,51.154332142857584,0.06205007234578175,1,1,2,1
2016-12-30,0.06766023525375009,0.0015945784333264434,70.90576157142914,0.06606565682042365,1,1,2,1
2017-01-31,0.08576560648308162,0.002593257530421056,85.23008485714399,0.08317234895266057,1,1,2,1
2017-02-28,0.08743089180703567,0.0025929989029620515,142.8513187142862,0.08483789290407362,1,1,2,1
2017-03-31,0.088334611266218,0.004186185587560898,114.53567957142923,0.0841484256786571,1,1,2,1
2017-04-28,0.0995862733922781,0.005085759872357487,105.16852657142954,0.09450051351992061,1,1,2,1
2017-05-31,0.13435089723979377,0.006178991429141023,91.9614607142862,0.12817190581065274,1,1,2,1
2017-06-30,0.10214609128273056,0.005274681528662617,71.48563042857222,0.09687140975406794,1,1,2,1
2017-07-31,0.10338880707140463,0.005472636815920584,85.30862871428599,0.09791617025548405,1,1,2,1
2017-08-31,0.08459445914091113,0.0046756864305610435,59.1185124285721,0.07991877271035008,1,1,2,1
2017-09-29,0.06588153062620528,0.005073112503730215,84.58297257142885,0.06080841812247506,1,1,2,1
2017-10-31,0.0899556619526285,0.003771712158809004,110.12001285714314,0.08618394979381949,1,1,2,1
2017-11-30,0.1104689759302826,0.004563944835797029,144.81434842857198,0.10590503109448557,1,1,2,1
2017-12-29,0.1085537991047616,0.0040610142630743695,133.44294057142906,0.10449278484168723,1,1,2,1
2018-01-31,0.1652217996705132,0.00425700425700426,226.4428715714289,0.16096479541350894,1,1,2,1
2018-02-28,0.09858317782027459,0.005739732805541742,81.67288642857238,0.09284344501473285,1,1,2,1
2018-03-30,0.06846447583983117,0.007030399049410718,-15.461390999998912,0.061434076790420455,1,0,1,0
2018-04-30,0.051080407934712024,0.007917656373713555,-26.66573642857111,0.04316275156099847,1,0,1,0
2018-05-31,0.05048422663931329,0.0075150796005138965,11.981376000000637,0.04296914703879939,1,1,2,1
2018-06-29,0.026737638490419435,0.006320987654320875,14.968610285715386,0.02041665083609856,1,1,2,1
2018-07-31,0.05336602058259654,0.006116207951070374,92.50568485714393,0.04724981263152617,1,1,2,1
2018-08-31,0.0033536143728285506,0.005717665615141865,108.1428220000007,-0.002364051242313314,0,1,1,0
